CustomerId,total_amount,avg_amount,transaction_count,std_amount,ProductCategory_data_bundles,ProductCategory_financial_services,ProductCategory_movies,ProductCategory_other,ProductCategory_ticket,ProductCategory_transport,ProductCategory_tv,ProductCategory_utility_bill,ChannelId_ChannelId_2,ChannelId_ChannelId_3,ChannelId_ChannelId_5,ProviderId_ProviderId_2,ProviderId_ProviderId_3,ProviderId_ProviderId_4,ProviderId_ProviderId_5,ProviderId_ProviderId_6,is_high_risk
CustomerId_1,10000,10000.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_10,10000,10000.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1001,30400,6080.0,5,4100.2438951847735,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.4,1
CustomerId_1002,4775,434.09090909090907,11,518.8054461058509,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0
CustomerId_1003,32000,5333.333333333333,6,3945.461527713414,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0
CustomerId_1004,2000,2000.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1005,61200,6800.0,9,4106.093033529562,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
CustomerId_1006,1000,1000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1007,28000,28000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1008,20000,10000.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
CustomerId_1009,500,500.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CustomerId_1010,31975,4567.857142857143,7,4887.057752491828,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,1
CustomerId_1012,132894,1795.8648648648648,74,3385.648564258615,0.0,0.44594594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.43243243243243246,0.5675675675675675,0.0,0.0,0.5405405405405406,0.43243243243243246,0.0,0.02702702702702703,0
CustomerId_1014,763880,95485.0,8,119332.84340149493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.0,0.0,1
CustomerId_1016,32000,6400.0,5,3781.5340802378078,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.4,0
CustomerId_1020,298605,1470.960591133005,203,2481.912227571705,0.0,0.541871921182266,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.4088669950738916,0.5911330049261084,0.0,0.0,0.0,0.4088669950738916,0.1330049261083744,0.458128078817734,0
CustomerId_1021,5000,5000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1022,7000,7000.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CustomerId_1025,19800,1237.5,16,1688.8852339141738,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.6875,0.0,0.0,0.0,0.3125,0.0,0.375,0
CustomerId_1027,27230,1945.0,14,3464.629517323272,0.07142857142857142,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0
CustomerId_1028,500,500.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CustomerId_1029,75000,8333.333333333334,9,9357.48363610645,0.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0
CustomerId_1030,4650,581.25,8,471.2729721570231,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0
CustomerId_1031,145322,2906.44,50,4439.862404376505,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.36,0.64,0.0,0.0,0.0,0.36,0.28,0.36,0
CustomerId_1032,2000,1000.0,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1033,1050,525.0,2,671.7514421272201,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1
CustomerId_1034,63752,3984.5,16,7657.736044898214,0.0,0.1875,0.0,0.0,0.0,0.0,0.0625,0.0625,0.1875,0.8125,0.0,0.0,0.0,0.1875,0.125,0.6875,0
CustomerId_1036,2050,683.3333333333334,3,548.4827557301445,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1
CustomerId_1038,31000,6200.0,5,3834.057902536163,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.2,0.4,0
CustomerId_1039,278257,9275.233333333334,30,10019.705493928326,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.8,0.0,0.0,0.06666666666666667,0.2,0.0,0.4666666666666667,0
CustomerId_1040,50000,50000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1043,36000,6000.0,6,3464.1016151377544,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.16666666666666666,1
CustomerId_1044,24268,1516.75,16,2081.6966317565743,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0625,0.3125,0.6875,0.0,0.0,0.0,0.3125,0.1875,0.25,1
CustomerId_1048,1000,1000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1050,5000,5000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1052,59100,8442.857142857143,7,18339.561712579824,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0
CustomerId_1053,13812,1973.142857142857,7,1907.3146418085148,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,1
CustomerId_1054,164700,3167.3076923076924,52,6055.790816505553,0.0,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.40384615384615385,0.5961538461538461,0.0,0.0,0.0,0.40384615384615385,0.07692307692307693,0.5192307692307693,0
CustomerId_1055,6150,1230.0,5,1269.6456198483102,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.4,1
CustomerId_1056,5500,1375.0,4,1108.6778913041726,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.25,1
CustomerId_1057,6246,3123.0,2,3715.139028354121,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1
CustomerId_1058,15809,545.1379310344828,29,577.5383551974171,0.0,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.4827586206896552,0.5172413793103449,0.0,0.0,0.0,0.4827586206896552,0.4827586206896552,0.034482758620689655,0
CustomerId_1059,62000,6888.888888888889,9,3257.470047615344,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0
CustomerId_1063,15675,1306.25,12,1439.2692669293237,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.4166666666666667,0.0,0.4166666666666667,0
CustomerId_1064,256230,6100.714285714285,42,5074.82987476819,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.30952380952380953,0.6904761904761905,0.0,0.0,0.0,0.30952380952380953,0.11904761904761904,0.42857142857142855,0
CustomerId_1068,500,500.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CustomerId_1070,5000,5000.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
